image_url,alt_text,crawled_at
https://i.pinimg.com/236x/74/45/23/744523aff515c15bbee424cfdf7e63f9.jpg,포함된 이미지: Joy red velvet,2025-01-16 23:48:36
https://i.pinimg.com/236x/5a/73/81/5a73812abaf6c0a1370025aaac3f3646.jpg,포함된 이미지: ,2025-01-16 23:48:36
https://i.pinimg.com/236x/02/f0/c8/02f0c87eecfe7547c45ece37f6c78647.jpg,포함된 이미지: ,2025-01-16 23:48:36
https://i.pinimg.com/236x/f9/1f/7e/f91f7e5c78b503cc5d48250c743e0c36.jpg,포함된 이미지: ,2025-01-16 23:48:36
https://i.pinimg.com/236x/af/70/1d/af701d45412174e93e3203505bb5b892.jpg,포함된 이미지: ,2025-01-16 23:48:36
https://i.pinimg.com/236x/b5/53/5d/b5535d6cd6830a7f3dcff19a0ed79514.jpg,포함된 이미지: ,2025-01-16 23:48:36
https://i.pinimg.com/236x/47/9e/40/479e40976c986918bdf1bd83a2ccbebb.jpg,korean summer outfit inspo,2025-01-16 23:48:36
https://i.pinimg.com/236x/1f/93/d5/1f93d5f234a0d91d5c257c7a6908d18a.jpg,포함된 이미지: ,2025-01-16 23:48:36
